Pseudo-terminal will not be allocated because stdin is not a terminal.
Allocated port 6 for remote forward to localhost:1999
You are not authenticated.
Your tunnel will expire in 60 minutes. Upgrade to Pinggy Pro to get unrestricted tunnels. https://dashboard.pinggy.io
http://bjnwj-154-159-237-80.run.pinggy-free.link
http://zecvc-154-159-237-80.free.pinggy.net
https://bjnwj-154-159-237-80.run.pinggy-free.link
https://zecvc-154-159-237-80.free.pinggy.net

RB: 0, SB: 0, TC: 0, AC: 4294967295               
RB: 0, SB: 0, TC: 1, AC: 0               
RB: 0, SB: 0, TC: 1, AC: 4294967295               
RB: 0, SB: 0, TC: 2, AC: 0               
RB: 0, SB: 0, TC: 2, AC: 4294967295               
RB: 0, SB: 0, TC: 3, AC: 0               
RB: 0, SB: 0, TC: 3, AC: 4294967295               
RB: 0, SB: 0, TC: 4, AC: 0               
RB: 0, SB: 0, TC: 4, AC: 4294967295               
RB: 0, SB: 0, TC: 78, AC: 0               
RB: 0, SB: 0, TC: 78, AC: 4294967295               
RB: 0, SB: 0, TC: 79, AC: 0               
RB: 0, SB: 0, TC: 79, AC: 4294967295               
RB: 0, SB: 0, TC: 80, AC: 0               
RB: 0, SB: 0, TC: 80, AC: 4294967295               
RB: 0, SB: 0, TC: 81, AC: 0               
RB: 0, SB: 0, TC: 81, AC: 4294967295               
RB: 0, SB: 0, TC: 82, AC: 0               
RB: 0, SB: 0, TC: 82, AC: 4294967295               
RB: 0, SB: 0, TC: 83, AC: 0               
RB: 0, SB: 0, TC: 83, AC: 4294967295               
RB: 0, SB: 0, TC: 84, AC: 0               
RB: 0, SB: 0, TC: 84, AC: 4294967295               
RB: 0, SB: 0, TC: 85, AC: 0               
RB: 0, SB: 0, TC: 85, AC: 4294967295               
RB: 0, SB: 0, TC: 86, AC: 0               
RB: 0, SB: 0, TC: 86, AC: 4294967295               
RB: 0, SB: 0, TC: 87, AC: 0               
RB: 0, SB: 0, TC: 87, AC: 4294967295               
RB: 0, SB: 0, TC: 88, AC: 0               
RB: 0, SB: 0, TC: 88, AC: 4294967295               
RB: 0, SB: 0, TC: 89, AC: 0               
RB: 0, SB: 0, TC: 89, AC: 4294967295               
RB: 0, SB: 0, TC: 90, AC: 0               
RB: 0, SB: 0, TC: 90, AC: 4294967295               
RB: 0, SB: 0, TC: 91, AC: 0               
RB: 0, SB: 0, TC: 91, AC: 4294967295               
RB: 0, SB: 0, TC: 92, AC: 0               
RB: 0, SB: 0, TC: 92, AC: 4294967295               
RB: 0, SB: 0, TC: 93, AC: 0               
RB: 0, SB: 0, TC: 93, AC: 4294967295               
RB: 0, SB: 0, TC: 94, AC: 0               
RB: 0, SB: 0, TC: 94, AC: 4294967295               
RB: 0, SB: 0, TC: 95, AC: 0               
RB: 0, SB: 0, TC: 95, AC: 4294967295               
RB: 0, SB: 0, TC: 96, AC: 0               
RB: 0, SB: 0, TC: 96, AC: 4294967295               
RB: 0, SB: 0, TC: 97, AC: 0               
RB: 0, SB: 0, TC: 97, AC: 4294967295               
RB: 0, SB: 0, TC: 98, AC: 0               
RB: 0, SB: 0, TC: 98, AC: 4294967295               
RB: 0, SB: 0, TC: 99, AC: 0               
RB: 0, SB: 0, TC: 99, AC: 4294967295               
RB: 0, SB: 0, TC: 100, AC: 0               
RB: 0, SB: 0, TC: 100, AC: 4294967295               
RB: 0, SB: 0, TC: 101, AC: 0               
RB: 0, SB: 0, TC: 101, AC: 4294967295               
RB: 0, SB: 0, TC: 102, AC: 0               
RB: 0, SB: 0, TC: 102, AC: 4294967295               
RB: 0, SB: 0, TC: 103, AC: 0               
RB: 0, SB: 0, TC: 103, AC: 4294967295               
RB: 0, SB: 0, TC: 104, AC: 0               
RB: 0, SB: 0, TC: 104, AC: 4294967295               
RB: 0, SB: 0, TC: 105, AC: 0               
RB: 0, SB: 0, TC: 105, AC: 4294967295               
RB: 0, SB: 0, TC: 106, AC: 0               
RB: 0, SB: 0, TC: 106, AC: 4294967295               
RB: 0, SB: 0, TC: 107, AC: 0               
RB: 0, SB: 0, TC: 107, AC: 4294967295               
RB: 0, SB: 0, TC: 108, AC: 0               
RB: 0, SB: 0, TC: 108, AC: 4294967295               
RB: 0, SB: 0, TC: 109, AC: 0               
RB: 0, SB: 0, TC: 109, AC: 4294967295               
RB: 0, SB: 0, TC: 110, AC: 0               
RB: 0, SB: 0, TC: 110, AC: 4294967295               
RB: 0, SB: 0, TC: 111, AC: 0               
RB: 0, SB: 0, TC: 111, AC: 4294967295               
RB: 0, SB: 0, TC: 112, AC: 0               
RB: 0, SB: 0, TC: 112, AC: 4294967295               
RB: 0, SB: 0, TC: 113, AC: 0               
RB: 0, SB: 0, TC: 113, AC: 4294967295               
RB: 0, SB: 0, TC: 114, AC: 0               
RB: 0, SB: 0, TC: 114, AC: 4294967295               
RB: 0, SB: 0, TC: 115, AC: 0               
RB: 0, SB: 0, TC: 115, AC: 4294967295               
RB: 0, SB: 0, TC: 116, AC: 0               
RB: 0, SB: 0, TC: 116, AC: 4294967295               
RB: 0, SB: 0, TC: 117, AC: 0               
RB: 0, SB: 0, TC: 117, AC: 4294967295               
RB: 0, SB: 0, TC: 118, AC: 0               
RB: 0, SB: 0, TC: 118, AC: 4294967295               
RB: 0, SB: 0, TC: 119, AC: 0               
RB: 0, SB: 0, TC: 119, AC: 4294967295               
RB: 0, SB: 0, TC: 120, AC: 0               
RB: 0, SB: 0, TC: 120, AC: 4294967295               
RB: 0, SB: 0, TC: 121, AC: 0               
RB: 0, SB: 0, TC: 121, AC: 4294967295               
RB: 0, SB: 0, TC: 122, AC: 0               
RB: 0, SB: 0, TC: 122, AC: 4294967295               
RB: 0, SB: 0, TC: 123, AC: 0               
RB: 0, SB: 0, TC: 123, AC: 4294967295               
RB: 0, SB: 0, TC: 124, AC: 0               
RB: 0, SB: 0, TC: 124, AC: 4294967295               
RB: 0, SB: 0, TC: 125, AC: 0               
RB: 0, SB: 0, TC: 125, AC: 4294967295               
RB: 0, SB: 0, TC: 126, AC: 0               
RB: 0, SB: 0, TC: 126, AC: 4294967295               
RB: 0, SB: 0, TC: 127, AC: 0               
RB: 0, SB: 0, TC: 127, AC: 4294967295               
RB: 0, SB: 0, TC: 128, AC: 0               
RB: 0, SB: 0, TC: 128, AC: 4294967295               
RB: 0, SB: 0, TC: 129, AC: 0               
RB: 0, SB: 0, TC: 129, AC: 4294967295               
RB: 0, SB: 0, TC: 130, AC: 0               
RB: 0, SB: 0, TC: 130, AC: 4294967295               
RB: 0, SB: 0, TC: 131, AC: 0               
RB: 0, SB: 0, TC: 131, AC: 4294967295               
RB: 0, SB: 0, TC: 132, AC: 0               
RB: 0, SB: 0, TC: 132, AC: 4294967295               
RB: 0, SB: 0, TC: 133, AC: 0               
RB: 0, SB: 0, TC: 133, AC: 4294967295               
RB: 0, SB: 0, TC: 134, AC: 0               
RB: 0, SB: 0, TC: 134, AC: 4294967295               
RB: 0, SB: 0, TC: 135, AC: 0               
RB: 0, SB: 0, TC: 135, AC: 4294967295               
RB: 0, SB: 0, TC: 136, AC: 0               
RB: 0, SB: 0, TC: 136, AC: 4294967295               
RB: 0, SB: 0, TC: 137, AC: 0               
RB: 0, SB: 0, TC: 137, AC: 4294967295               
RB: 0, SB: 0, TC: 138, AC: 0               
RB: 0, SB: 0, TC: 138, AC: 4294967295               
RB: 0, SB: 0, TC: 139, AC: 0               
RB: 0, SB: 0, TC: 139, AC: 4294967295               
RB: 0, SB: 0, TC: 140, AC: 0               
RB: 0, SB: 0, TC: 140, AC: 4294967295               
RB: 0, SB: 0, TC: 141, AC: 0               
RB: 0, SB: 0, TC: 141, AC: 4294967295               
RB: 0, SB: 0, TC: 142, AC: 0               
RB: 0, SB: 0, TC: 142, AC: 4294967295               
RB: 0, SB: 0, TC: 143, AC: 0               
RB: 0, SB: 0, TC: 143, AC: 4294967295               
RB: 0, SB: 0, TC: 144, AC: 0               
RB: 0, SB: 0, TC: 144, AC: 4294967295               
RB: 0, SB: 0, TC: 145, AC: 0               
RB: 0, SB: 0, TC: 145, AC: 4294967295               
RB: 0, SB: 0, TC: 146, AC: 0               
RB: 0, SB: 0, TC: 146, AC: 4294967295               
RB: 0, SB: 0, TC: 147, AC: 0               
RB: 0, SB: 0, TC: 147, AC: 4294967295               
RB: 0, SB: 0, TC: 148, AC: 0               
RB: 0, SB: 0, TC: 148, AC: 4294967295               
RB: 0, SB: 0, TC: 149, AC: 0               
RB: 0, SB: 0, TC: 149, AC: 4294967295               
RB: 0, SB: 0, TC: 150, AC: 0               
RB: 0, SB: 0, TC: 150, AC: 4294967295               
RB: 0, SB: 0, TC: 151, AC: 0               
RB: 0, SB: 0, TC: 151, AC: 4294967295               
RB: 0, SB: 0, TC: 152, AC: 0               
RB: 0, SB: 0, TC: 152, AC: 4294967295               
RB: 0, SB: 0, TC: 153, AC: 0               
RB: 0, SB: 0, TC: 153, AC: 4294967295               
RB: 0, SB: 0, TC: 154, AC: 0               
RB: 0, SB: 0, TC: 154, AC: 4294967295               
RB: 0, SB: 0, TC: 155, AC: 0               
RB: 0, SB: 0, TC: 155, AC: 4294967295               
RB: 0, SB: 0, TC: 156, AC: 0               
RB: 0, SB: 0, TC: 156, AC: 4294967295               
RB: 0, SB: 0, TC: 157, AC: 0               
RB: 0, SB: 0, TC: 157, AC: 4294967295               
RB: 0, SB: 0, TC: 158, AC: 0               
RB: 0, SB: 0, TC: 158, AC: 4294967295               
RB: 0, SB: 0, TC: 159, AC: 0               
RB: 0, SB: 0, TC: 159, AC: 4294967295               
RB: 0, SB: 0, TC: 160, AC: 0               
RB: 0, SB: 0, TC: 160, AC: 4294967295               
RB: 0, SB: 0, TC: 161, AC: 0               
RB: 0, SB: 0, TC: 161, AC: 4294967295               
RB: 0, SB: 0, TC: 162, AC: 0               
RB: 0, SB: 0, TC: 162, AC: 4294967295               
RB: 0, SB: 0, TC: 163, AC: 0               
RB: 0, SB: 0, TC: 163, AC: 4294967295               
RB: 0, SB: 0, TC: 164, AC: 0               
RB: 0, SB: 0, TC: 164, AC: 4294967295               
RB: 0, SB: 0, TC: 165, AC: 0               
RB: 0, SB: 0, TC: 165, AC: 4294967295               
RB: 0, SB: 0, TC: 166, AC: 0               
RB: 0, SB: 0, TC: 166, AC: 4294967295               
RB: 0, SB: 0, TC: 167, AC: 0               
RB: 0, SB: 0, TC: 167, AC: 4294967295               
RB: 0, SB: 0, TC: 168, AC: 0               
RB: 0, SB: 0, TC: 168, AC: 4294967295               
RB: 0, SB: 0, TC: 169, AC: 0               
RB: 0, SB: 0, TC: 169, AC: 4294967295               
RB: 0, SB: 0, TC: 170, AC: 0               
RB: 0, SB: 0, TC: 170, AC: 4294967295               
RB: 0, SB: 0, TC: 171, AC: 0               
RB: 0, SB: 0, TC: 171, AC: 4294967295               
RB: 0, SB: 0, TC: 172, AC: 0               
RB: 0, SB: 0, TC: 172, AC: 4294967295               
RB: 0, SB: 0, TC: 173, AC: 0               
RB: 0, SB: 0, TC: 173, AC: 4294967295               
RB: 0, SB: 0, TC: 174, AC: 0               
RB: 0, SB: 0, TC: 174, AC: 4294967295               
RB: 0, SB: 0, TC: 175, AC: 0               
RB: 0, SB: 0, TC: 175, AC: 4294967295               
RB: 0, SB: 0, TC: 176, AC: 0               
RB: 0, SB: 0, TC: 176, AC: 4294967295               
RB: 0, SB: 0, TC: 177, AC: 0               
RB: 0, SB: 0, TC: 177, AC: 4294967295               
RB: 0, SB: 0, TC: 178, AC: 0               
RB: 0, SB: 0, TC: 178, AC: 4294967295               
RB: 0, SB: 0, TC: 179, AC: 0               
RB: 0, SB: 0, TC: 179, AC: 4294967295               
RB: 0, SB: 0, TC: 180, AC: 0               
RB: 0, SB: 0, TC: 180, AC: 4294967295               
RB: 0, SB: 0, TC: 181, AC: 0               
RB: 0, SB: 0, TC: 181, AC: 4294967295               
RB: 0, SB: 0, TC: 182, AC: 0               
RB: 0, SB: 0, TC: 182, AC: 4294967295               
RB: 0, SB: 0, TC: 183, AC: 0               
RB: 0, SB: 0, TC: 183, AC: 4294967295               
RB: 0, SB: 0, TC: 184, AC: 0               
RB: 0, SB: 0, TC: 184, AC: 4294967295               
RB: 0, SB: 0, TC: 185, AC: 0               
RB: 0, SB: 0, TC: 185, AC: 4294967295               
RB: 0, SB: 0, TC: 186, AC: 0               
RB: 0, SB: 0, TC: 186, AC: 4294967295               
RB: 0, SB: 0, TC: 187, AC: 0               
RB: 0, SB: 0, TC: 187, AC: 4294967295               
RB: 0, SB: 0, TC: 188, AC: 0               
RB: 0, SB: 0, TC: 188, AC: 4294967295               
RB: 0, SB: 0, TC: 189, AC: 0               
RB: 0, SB: 0, TC: 189, AC: 4294967295               
RB: 0, SB: 0, TC: 190, AC: 0               
RB: 0, SB: 0, TC: 190, AC: 4294967295               
RB: 0, SB: 0, TC: 191, AC: 0               
RB: 0, SB: 0, TC: 191, AC: 4294967295               
RB: 0, SB: 0, TC: 192, AC: 0               
RB: 0, SB: 0, TC: 192, AC: 4294967295               
RB: 0, SB: 0, TC: 193, AC: 0               
RB: 0, SB: 0, TC: 193, AC: 4294967295               
RB: 0, SB: 0, TC: 194, AC: 0               
RB: 0, SB: 0, TC: 194, AC: 4294967295               
RB: 0, SB: 0, TC: 195, AC: 0               
RB: 0, SB: 0, TC: 195, AC: 4294967295               
RB: 0, SB: 0, TC: 196, AC: 0               
RB: 0, SB: 0, TC: 196, AC: 4294967295               
RB: 0, SB: 0, TC: 197, AC: 0               
RB: 0, SB: 0, TC: 197, AC: 4294967295               
RB: 0, SB: 0, TC: 198, AC: 0               
RB: 0, SB: 0, TC: 198, AC: 4294967295               
RB: 0, SB: 0, TC: 199, AC: 0               
RB: 0, SB: 0, TC: 199, AC: 4294967295               
RB: 0, SB: 0, TC: 200, AC: 0               
RB: 0, SB: 0, TC: 200, AC: 4294967295               
RB: 0, SB: 0, TC: 201, AC: 0               
RB: 0, SB: 0, TC: 201, AC: 4294967295               
RB: 0, SB: 0, TC: 202, AC: 0               
RB: 0, SB: 0, TC: 202, AC: 4294967295               
RB: 0, SB: 0, TC: 203, AC: 0               
RB: 0, SB: 0, TC: 203, AC: 4294967295               
RB: 0, SB: 0, TC: 204, AC: 0               
RB: 0, SB: 0, TC: 204, AC: 4294967295               
RB: 0, SB: 0, TC: 205, AC: 0               
RB: 0, SB: 0, TC: 205, AC: 4294967295               
RB: 0, SB: 0, TC: 206, AC: 0               
RB: 0, SB: 0, TC: 206, AC: 4294967295               
RB: 0, SB: 0, TC: 207, AC: 0               
RB: 0, SB: 0, TC: 207, AC: 4294967295               
RB: 0, SB: 0, TC: 208, AC: 0               
RB: 0, SB: 0, TC: 208, AC: 4294967295               
RB: 0, SB: 0, TC: 209, AC: 0               
RB: 0, SB: 0, TC: 209, AC: 4294967295               
RB: 0, SB: 0, TC: 210, AC: 0               
RB: 0, SB: 0, TC: 210, AC: 4294967295               
RB: 0, SB: 0, TC: 211, AC: 0               
RB: 0, SB: 0, TC: 211, AC: 4294967295               
RB: 0, SB: 0, TC: 212, AC: 0               
RB: 0, SB: 0, TC: 212, AC: 4294967295               
RB: 0, SB: 0, TC: 213, AC: 0               
RB: 0, SB: 0, TC: 213, AC: 4294967295               
RB: 0, SB: 0, TC: 214, AC: 0               
RB: 0, SB: 0, TC: 214, AC: 4294967295               
RB: 0, SB: 0, TC: 215, AC: 0               
RB: 0, SB: 0, TC: 215, AC: 4294967295               
RB: 0, SB: 0, TC: 216, AC: 0               
RB: 0, SB: 0, TC: 216, AC: 4294967295               
RB: 0, SB: 0, TC: 217, AC: 0               
RB: 0, SB: 0, TC: 217, AC: 4294967295               
RB: 0, SB: 0, TC: 218, AC: 0               
